folder	file_name	genus	species	data_source	country	specimen_id	mask_percent	class_1	conf_1	class_2	conf_2	class_3	conf_3	class_4	conf_4	class_5	conf_5
2018 November	DSC_0001-CV1-TRAMPA.JPG	Hoplias 	malabaricus	field	Peru	CV1-298	16.75567626953125	Ancistrus	54.52	Erythrinus	41.9	Prochilodus	1.81	Gymnotus	0.87	Bujurquina	0.35
2018 November	DSC_0002-CV2-TRAMPA.JPG	Leporinus	friderici	field	Peru	CV2-492	39.59503173828125	Prochilodus	99.92	Moenkhausia	0.06	Ancistrus	0.01	Hemigrammus	0.0	Tetragonopterus	0.0
2018 November	DSC_0002-KANT1.JPG	Laetacara	flavilabris	field	Peru	CV2-300	10.1776123046875	Bujurquina	91.77	Corydoras	5.07	Apistogramma	1.3	Bario	0.65	Moenkhausia	0.52
2018 November	DSC_0003-CV2-TRAMPA.JPG	Hoplias 	malabaricus	field	Peru	CV2-493	41.47186279296875	Prochilodus	99.69	Erythrinus	0.29	Charax	0.02	Moenkhausia	0.0	Otocinclus	0.0
2018 November	DSC_0005-KANT1.JPG	Moenkhausia	sp. 1	field	Peru	CV2-303	19.67010498046875	Moenkhausia	93.9	Astyanax	5.16	Tetragonopterus	0.61	Prochilodus	0.13	Bario	0.05
2018 November	DSC_0003-KANT1.JPG	Bujurquina	moriorum	field	Peru	CV2-301	8.95233154296875	Bujurquina	98.47	Corydoras	1.41	Apistogramma	0.08	Gasteropelecus	0.02	Bario	0.01
2018 November	DSC_0006-CV2-TRAMPA.JPG	Pimelodella	cf. cristata	field	Peru	CV2-495	21.4111328125	Doras	43.5	Pimelodella	43.28	Prochilodus	6.94	Bryconops	3.5	Sorubim	1.24
2018 November	DSC_0006-KANT1.JPG	Apistogramma	bitaeniata	field	Peru	CV2-304	6.15997314453125	Bujurquina	52.01	Apistogramma	35.27	Erythrinus	4.76	Ancistrus	2.92	Tatia	1.61
2018 November	DSC_0007-KANT1.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-305	2.8839111328125	Apistogramma	94.22	Ancistrus	2.16	Bujurquina	1.22	Bunocephalus	0.63	Corydoras	0.35
2018 November	DSC_0008-KANT1.JPG	Apistogramma	bitaeniata	field	Peru	CV2-306	6.19964599609375	Apistogramma	99.58	Bujurquina	0.28	Ancistrus	0.08	Bario	0.02	Tatia	0.01
2018 November	DSC_0009-KANT1.JPG	Corydoras	aeneus	field	Peru	CV2-307	18.243408203125	Bujurquina	47.83	Corydoras	45.73	Bario	1.59	Apistogramma	1.34	Erythrinus	1.27
2018 November	DSC_0010-KANT1.JPG	Corydoras	aeneus	field	Peru	CV2-308	14.08843994140625	Corydoras	99.97	Gasteropelecus	0.01	Bujurquina	0.01	Ancistrus	0.0	Moenkhausia	0.0
2018 November	DSC_0011-KANT1.JPG	Ituglanis	cf. amazonicus	field	Peru	CV2-309	12.31689453125	Erythrinus	99.92	Apistogramma	0.05	Bujurquina	0.03	Ancistrus	0.0	Pimelodella	0.0
2018 November	DSC_0012-KANT1.JPG	Carnegiella	strigata	field	Peru	CV2-310	4.78973388671875	Bunocephalus	97.5	Tatia	0.75	Bario	0.54	Phenacogaster	0.41	Pygocentrus	0.27
2018 November	DSC_0013-KANT1.JPG	Carnegiella	strigata	field	Peru	CV2-311	3.7109375	Bunocephalus	96.05	Tatia	1.34	Charax	1.26	Bario	0.3	Ancistrus	0.24
2018 November	DSC_0015-KANT1.JPG	Chrysobrycon	hesperus	field	Peru	CV2-313	4.5257568359375	Hemigrammus	56.91	Knodus	31.81	Hyphessobrycon	5.11	Phenacogaster	1.65	Astyanax	1.12
2018 November	DSC_0014-KANT1.JPG	Chrysobrycon	hesperus	field	Peru	CV2-312	6.37359619140625	Knodus	81.85	Hyphessobrycon	5.25	Astyanax	3.21	Hemigrammus	2.73	Phenacogaster	2.15
2018 November	DSC_0017-KANT1.JPG	Knodus	caquetae	field	Peru	CV2-315	4.17022705078125	Knodus	98.37	Hyphessobrycon	1.41	Bryconops	0.08	Creagrutus	0.04	Hemigrammus	0.02
2018 November	DSC_0016-KANT1.JPG	Knodus	caquetae	field	Peru	CV2-314	6.04400634765625	Knodus	38.9	Creagrutus	29.43	Bario	13.03	Bryconops	6.5	Hyphessobrycon	2.92
2018 November	DSC_0018-KANT1.JPG	Knodus	caquetae	field	Peru	CV2-316	4.0435791015625	Knodus	99.5	Bryconops	0.18	Hemigrammus	0.09	Creagrutus	0.08	Gasteropelecus	0.04
2018 November	DSC_0022-KANT1.JPG	Characidium	cf.pellucidum	field	Peru	CV2-320	2.19268798828125	Characidium	98.43	Hyphessobrycon	0.33	Creagrutus	0.33	Corydoras	0.25	Tyttocharax	0.12
2018 November	DSC_0024-KANT2.JPG	Hyphessobrycon	agulha	field	Peru	CV2-322	4.98504638671875	Hyphessobrycon	82.78	Hemigrammus	16.12	Moenkhausia	0.47	Astyanax	0.22	Knodus	0.21
2018 November	DSC_0019-KANT1.JPG	Hemigrammus	luelingui	field	Peru	CV2-317	5.255126953125	Hemigrammus	34.2	Moenkhausia	32.04	Hyphessobrycon	20.56	Tetragonopterus	5.37	Bario	2.21
2018 November	DSC_0027-KANT2.JPG	Hyphessobrycon	agulha	field	Peru	CV2-325	7.42034912109375	Hyphessobrycon	96.77	Hemigrammus	1.08	Phenacogaster	1.07	Astyanax	0.42	Moenkhausia	0.18
2018 November	DSC_0032-KANT2.JPG	Apistogramma	bitaeniata	field	Peru	CV2-330	8.96453857421875	Ancistrus	91.53	Apistogramma	4.51	Bujurquina	3.86	Prochilodus	0.04	Corydoras	0.01
2018 November	DSC_0030-KANT2.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV2-328	3.92303466796875	Hyphessobrycon	75.25	Tyttocharax	7.63	Curimata	6.39	Hemigrammus	3.5	Moenkhausia	2.24
2018 November	DSC_0028-KANT2.JPG	Hyphessobrycon	agulha	field	Peru	CV2-326	9.1583251953125	Hyphessobrycon	27.15	Phenacogaster	25.75	Tatia	19.15	Hemigrammus	6.2	Astyanax	5.84
2018 November	DSC_0033-KANT2.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-331	6.878662109375	Apistogramma	84.52	Bujurquina	15.39	Corydoras	0.03	Bunocephalus	0.02	Ancistrus	0.01
2018 November	DSC_0036-KANT2.JPG	Corydoras	aeneus	field	Peru	CV2-334	14.2730712890625	Corydoras	99.9	Bujurquina	0.08	Gasteropelecus	0.01	Ancistrus	0.0	Moenkhausia	0.0
2018 November	DSC_0039-KANT2.JPG	Hemigrammus	sp. 2	field	Peru	CV2-337	4.6600341796875	Hemigrammus	98.65	Moenkhausia	0.56	Hyphessobrycon	0.19	Knodus	0.13	Phenacogaster	0.12
2018 November	DSC_0038-KANT2.JPG	Hemigrammus	sp. 2	field	Peru	CV2-336	7.0220947265625	Hemigrammus	75.5	Moenkhausia	23.49	Hyphessobrycon	0.21	Astyanax	0.15	Bario	0.1
2018 November	DSC_0040-KANT2.JPG	Laetacara	flavilabris	field	Peru	CV2-338	13.51470947265625	Bujurquina	68.6	Corydoras	13.61	Apistogramma	12.27	Ancistrus	3.18	Bario	0.97
2018 November	DSC_0043-KANT3.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-341	13.16680908203125	Gasteropelecus	96.67	Bario	1.13	Bunocephalus	0.75	Moenkhausia	0.63	Astyanax	0.26
2018 November	DSC_0045-KANT3.JPG	Bujurquina	moriorum	field	Peru	CV2-343	9.9334716796875	Bujurquina	99.99	Apistogramma	0.01	Prochilodus	0.0	Knodus	0.0	Moenkhausia	0.0
2018 November	DSC_0042-KANT3.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-340	12.5640869140625	Gasteropelecus	99.74	Bunocephalus	0.18	Bario	0.06	Ancistrus	0.0	Prochilodus	0.0
2018 November	DSC_0046-KANT3.JPG	Laetacara	flavilabris	field	Peru	CV2-344	10.1409912109375	Bujurquina	99.25	Apistogramma	0.67	Corydoras	0.05	Ancistrus	0.03	Moenkhausia	0.0
2018 November	DSC_0047-KANT3.JPG	Corydoras	aeneus	field	Peru	CV2-345	10.9344482421875	Corydoras	99.99	Ancistrus	0.0	Pimelodella	0.0	Knodus	0.0	Moenkhausia	0.0
2018 November	DSC_0064-HET6.JPG	Gasteropelecus	sternicla	field	Peru	CV1-110	9.5245361328125	Gasteropelecus	99.56	Bunocephalus	0.23	Astyanax	0.1	Knodus	0.04	Rineloricaria	0.03
2018 November	DSC_0048-CV2-TRAMPA.JPG	Serrasalmus	rhombeus	field	Peru	CV2-496	54.9224853515625	Prochilodus	99.91	Astyanax	0.02	Bario	0.02	Ancistrus	0.01	Bunocephalus	0.01
2018 November	DSC_0065-HET6.JPG	Gasteropelecus	sternicla	field	Peru	CV1-111	8.6029052734375	Gasteropelecus	99.98	Ancistrus	0.0	Pimelodella	0.0	Knodus	0.0	Moenkhausia	0.0
2018 November	DSC_0067-HET6.JPG	Moenkhausia	comma	field	Peru	CV1-113	11.407470703125	Moenkhausia	99.57	Astyanax	0.27	Bario	0.04	Gasteropelecus	0.03	Ancistrus	0.02
2018 November	DSC_0066-HET6.JPG	Gasteropelecus	sternicla	field	Peru	CV1-112	6.9732666015625	Gasteropelecus	61.61	Knodus	37.29	Creagrutus	0.55	Astyanax	0.42	Rineloricaria	0.02
2018 November	DSC_0068-HET6.JPG	Bujurquina	moriorum	field	Peru	CV1-114	20.33233642578125	Bujurquina	99.95	Apistogramma	0.03	Erythrinus	0.02	Ancistrus	0.0	Pimelodella	0.0
2018 November	DSC_0069-HET6.JPG	Laetacara	flavilabris	field	Peru	CV1-115	11.95831298828125	Bujurquina	83.98	Ancistrus	12.5	Apistogramma	2.18	Corydoras	1.25	Prochilodus	0.05
2018 November	DSC_0070-HET6.JPG	Laetacara	flavilabris	field	Peru	CV1-116	12.50762939453125	Bujurquina	99.84	Apistogramma	0.13	Ancistrus	0.01	Corydoras	0.01	Moenkhausia	0.0
2018 November	DSC_0071-HET6.JPG	Laetacara	flavilabris	field	Peru	CV1-117	6.64215087890625	Bujurquina	74.27	Apistogramma	19.16	Moenkhausia	3.5	Bario	1.38	Corydoras	1.18
2018 November	DSC_0073-HET6.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-119	5.05218505859375	Apistogramma	99.74	Bujurquina	0.15	Corydoras	0.06	Ancistrus	0.01	Phenacogaster	0.01
2018 November	DSC_0074-HET6.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-120	3.2196044921875	Apistogramma	99.83	Ancistrus	0.08	Moenkhausia	0.06	Bujurquina	0.01	Phenacogaster	0.01
2018 November	DSC_0075-HET6.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-121	1.78375244140625	Apistogramma	65.29	Bujurquina	32.82	Corydoras	0.71	Pyrrhulina	0.24	Moenkhausia	0.24
2018 November	DSC_0076-HET6.JPG	Pyrrhulina	cf. eleanorae	field	Peru	CV1-122	2.972412109375	Pyrrhulina	98.84	Characidium	0.38	Astyanax	0.22	Hyphessobrycon	0.11	Erythrinus	0.1
2018 November	DSC_0077-HET6.JPG	Pyrrhulina	cf. eleanorae	field	Peru	CV1-123	2.3162841796875	Pyrrhulina	96.93	Characidium	2.37	Corydoras	0.21	Erythrinus	0.12	Hyphessobrycon	0.08
2018 November	DSC_0078-HET6.JPG	Pyrrhulina	cf. eleanorae	field	Peru	CV1-124	3.1463623046875	Pyrrhulina	99.96	Characidium	0.02	Ancistrus	0.0	Pimelodella	0.0	Knodus	0.0
2018 November	DSC_0079-HET6.JPG	Pyrrhulina	cf. eleanorae	field	Peru	CV1-125	2.29949951171875	Pyrrhulina	98.82	Characidium	0.93	Corydoras	0.14	Erythrinus	0.03	Tyttocharax	0.02
2018 November	DSC_0081-HET6.JPG	Knodus	caquetae	field	Peru	CV1-126	2.6123046875	Knodus	99.6	Hemigrammus	0.16	Bryconops	0.09	Creagrutus	0.05	Hyphessobrycon	0.04
2018 November	DSC_0088-CHT1.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV1-002	3.0609130859375	Hyphessobrycon	99.99	Knodus	0.01	Ancistrus	0.0	Hemigrammus	0.0	Tetragonopterus	0.0
2018 November	DSC_0090-CHT1.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV1-003	2.899169921875	Hyphessobrycon	69.75	Hemigrammus	15.49	Moenkhausia	6.47	Tyttocharax	5.12	Phenacogaster	1.74
2018 November	DSC_0091-CHT1.JPG	Hemigrammus	sp. 2	field	Peru	CV1-004	8.52203369140625	Hemigrammus	99.01	Moenkhausia	0.6	Phenacogaster	0.06	Curimata	0.05	Bujurquina	0.04
2018 November	DSC_0095-CHT1.JPG	Gasteropelecus	sternicla	field	Peru	CV1-007	13.56964111328125	Gasteropelecus	99.87	Bujurquina	0.03	Bario	0.02	Rineloricaria	0.02	Ancistrus	0.01
2018 November	DSC_0097-CHT1.JPG	Gasteropelecus	sternicla	field	Peru	CV1-008	19.049072265625	Moenkhausia	87.35	Gasteropelecus	10.17	Bario	1.65	Ancistrus	0.44	Bujurquina	0.12
2018 November	DSC_0112-CHT1.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-010	6.70623779296875	Pyrrhulina	100.0	Ancistrus	0.0	Hemigrammus	0.0	Tetragonopterus	0.0	Tatia	0.0
2018 November	DSC_0113-CHT1.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-011	10.92071533203125	Pyrrhulina	99.9	Erythrinus	0.08	Apistogramma	0.01	Pimelodella	0.0	Knodus	0.0
2018 November	DSC_0117-CHT1.JPG	Acestrorhynchus	falcatus	field	Peru	CV1-012	6.22100830078125	Phenacogaster	82.48	Pyrrhulina	7.98	Tatia	4.24	Characidium	1.84	Corydoras	0.9
2018 November	DSC_0119-CHT2.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-015	7.867431640625	Pyrrhulina	99.99	Erythrinus	0.01	Ancistrus	0.0	Pimelodella	0.0	Knodus	0.0
2018 November	DSC_0121-CHT2.JPG	Laetacara 	flavilabris	field	Peru	CV1-017	28.73077392578125	Ancistrus	67.0	Charax	8.67	Gymnotus	7.2	Prochilodus	7.1	Bunocephalus	6.16
2018 November	DSC_0120-CHT2.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-016	7.415771484375	Pyrrhulina	98.98	Erythrinus	0.72	Characidium	0.07	Corydoras	0.06	Gymnotus	0.04
2018 November	DSC_0122-CHT2.JPG	Apistogramma	aff. cruzi	field	Peru	CV1-018	13.16070556640625	Apistogramma	38.56	Bujurquina	34.33	Ancistrus	18.59	Corydoras	2.87	Bunocephalus	2.63
2018 November	DSC_0124-CHT2.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-019	14.59197998046875	Pyrrhulina	80.13	Curimata	3.7	Erythrinus	3.32	Hemigrammus	2.56	Corydoras	2.42
2018 November	DSC_0178-CHT2.JPG	Copeina	osgoodi	field	Peru	CV1-021	19.03228759765625	Hemigrammus	68.87	Pyrrhulina	21.87	Astyanax	4.1	Bario	2.2	Pygocentrus	0.41
2018 November	DSC_0177-CHT2.JPG	Moenkhausia	sp. 1	field	Peru	CV1-020	19.0093994140625	Moenkhausia	72.2	Astyanax	26.08	Bario	1.09	Tetragonopterus	0.08	Prochilodus	0.06
2018 November	DSC_0179-CHT2.JPG	Laetacara 	flavilabris	field	Peru	CV1-022	30.21240234375	Ancistrus	49.16	Bujurquina	34.15	Prochilodus	7.73	Apistogramma	2.69	Gymnotus	1.41
2018 November	DSC_0183-KANT4.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-347	5.55419921875	Gasteropelecus	99.2	Bunocephalus	0.64	Bario	0.1	Knodus	0.02	Moenkhausia	0.01
2018 November	DSC_0180-CHT2.JPG	Pimelodella	sp. 2	field	Peru	CV1-023	13.5498046875	Curimata	63.23	Corydoras	15.74	Prochilodus	8.65	Charax	8.37	Tatia	1.08
2018 November	DSC_0184-KANT4.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-348	8.26873779296875	Gasteropelecus	99.57	Bario	0.21	Bunocephalus	0.06	Astyanax	0.05	Moenkhausia	0.04
2018 November	DSC_0182-KANT4.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-346	5.66864013671875	Gasteropelecus	99.48	Bunocephalus	0.2	Bario	0.15	Corydoras	0.05	Moenkhausia	0.04
2018 November	DSC_0185-KANT4.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-349	8.10394287109375	Gasteropelecus	97.18	Bario	1.16	Moenkhausia	0.78	Bunocephalus	0.47	Tetragonopterus	0.17
2018 November	DSC_0189-KANT4.JPG	Moenkhausia	sp. 1	field	Peru	CV2-353	14.56756591796875	Moenkhausia	77.59	Tetragonopterus	20.03	Bario	1.58	Gasteropelecus	0.48	Astyanax	0.15
2018 November	DSC_0190-KANT4.JPG	Moenkhausia	sp. 1	field	Peru	CV2-354	11.03057861328125	Moenkhausia	94.69	Tetragonopterus	5.03	Bario	0.14	Astyanax	0.04	Gasteropelecus	0.03
2018 November	DSC_0187-KANT4.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-351	7.6751708984375	Gasteropelecus	97.89	Bunocephalus	1.33	Bario	0.34	Tetragonopterus	0.19	Hemigrammus	0.1
2018 November	DSC_0191-KANT4.JPG	Moenkhausia	sp. 1	field	Peru	CV2-355	11.5478515625	Moenkhausia	80.66	Tetragonopterus	12.09	Bario	2.41	Astyanax	1.7	Hemigrammus	0.9
2018 November	DSC_0192-KANT4.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-356	4.058837890625	Apistogramma	99.89	Bujurquina	0.08	Bario	0.01	Ancistrus	0.0	Prochilodus	0.0
2018 November	DSC_0193-KANT4.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-357	4.69512939453125	Apistogramma	86.62	Bujurquina	12.76	Corydoras	0.19	Moenkhausia	0.15	Bario	0.07
2018 November	DSC_0194-KANT4.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-358	3.8482666015625	Apistogramma	60.45	Bujurquina	36.37	Bario	0.74	Charax	0.71	Corydoras	0.66
2018 November	DSC_0195-KANT4.JPG	Apistogramma	aff. cruzi	field	Peru	CV2-359	2.42462158203125	Apistogramma	92.16	Corydoras	6.12	Hyphessobrycon	1.09	Bario	0.16	Bujurquina	0.11
2018 November	DSC_0196-KANT4.JPG	Corydoras	aeneus	field	Peru	CV2-360	6.427001953125	Corydoras	99.86	Gasteropelecus	0.12	Apistogramma	0.01	Ancistrus	0.0	Hyphessobrycon	0.0
2018 November	DSC_0201-KANT4.JPG	Pyrrhulina	cf. brevis	field	Peru	CV2-365	4.522705078125	Pyrrhulina	98.2	Hyphessobrycon	0.82	Erythrinus	0.7	Characidium	0.05	Gymnotus	0.04
2018 November	DSC_0198-KANT4.JPG	Pyrrhulina	cf. brevis	field	Peru	CV2-362	4.89501953125	Pyrrhulina	95.76	Erythrinus	3.76	Apistogramma	0.09	Characidium	0.05	Copella	0.05
2018 November	DSC_0203-KANT4.JPG	Pyrrhulina	cf. brevis	field	Peru	CV2-367	3.3050537109375	Pyrrhulina	99.92	Corydoras	0.06	Characidium	0.01	Ancistrus	0.0	Moenkhausia	0.0
2018 November	DSC_0204-KANT4.JPG	Pyrrhulina	cf. brevis	field	Peru	CV2-368	4.01763916015625	Pyrrhulina	100.0	Ancistrus	0.0	Hemigrammus	0.0	Tetragonopterus	0.0	Tatia	0.0
2018 November	DSC_0205-KANT4.JPG	Pyrrhulina	cf. brevis	field	Peru	CV2-369	4.2022705078125	Pyrrhulina	99.83	Corydoras	0.12	Apistogramma	0.02	Prochilodus	0.02	Erythrinus	0.01
2018 November	DSC_0206-KANT4.JPG	Chrysobrycon	hesperus	field	Peru	CV2-370	6.3934326171875	Pyrrhulina	76.78	Astyanax	12.36	Phenacogaster	2.18	Hemigrammus	1.61	Moenkhausia	0.84
2018 November	DSC_0207-KANT4.JPG	Chrysobrycon	hesperus	field	Peru	CV2-371	4.33807373046875	Astyanax	21.57	Phenacogaster	20.15	Hyphessobrycon	18.18	Hemigrammus	15.67	Moenkhausia	10.58
2018 November	DSC_0208-KATP1.JPG	Bujurquina	huallagae	field	Peru	CV2-424	30.035400390625	Bujurquina	99.67	Erythrinus	0.32	Ancistrus	0.0	Prochilodus	0.0	Moenkhausia	0.0
2018 November	DSC_0209-KANT4.JPG	Moenkhausia	comma	field	Peru	CV2-373	8.056640625	Moenkhausia	97.82	Astyanax	1.59	Bario	0.18	Phenacogaster	0.13	Hyphessobrycon	0.1
2018 November	DSC_0210-KANT4.JPG	Hemigrammus	sp. 2	field	Peru	CV2-374	4.50286865234375	Hemigrammus	96.91	Moenkhausia	1.76	Hyphessobrycon	1.15	Astyanax	0.09	Phenacogaster	0.03
2018 November	DSC_0211-KANT4.JPG	Hemigrammus	sp. 2	field	Peru	CV2-375	4.4525146484375	Hemigrammus	85.34	Hyphessobrycon	8.2	Moenkhausia	4.73	Astyanax	0.8	Phenacogaster	0.35
2018 November	DSC_0211-KATP1.JPG	Corydoras	pastazensis	field	Peru	CV2-427	13.7115478515625	Bujurquina	41.72	Bunocephalus	23.21	Corydoras	21.75	Gasteropelecus	9.02	Apistogramma	2.9
2018 November	DSC_0210-KATP1.JPG	Corydoras	pastazensis	field	Peru	CV2-426	11.6668701171875	Bunocephalus	92.33	Corydoras	6.13	Gasteropelecus	0.81	Apistogramma	0.33	Bujurquina	0.19
2018 November	DSC_0212-KANT4.JPG	Hemigrammus	sp. 2	field	Peru	CV2-376	3.936767578125	Hyphessobrycon	91.44	Hemigrammus	6.7	Moenkhausia	0.72	Bario	0.31	Bunocephalus	0.22
2018 November	DSC_0214-CHT5.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-033	16.14532470703125	Pyrrhulina	91.85	Erythrinus	6.5	Ancistrus	0.5	Apistogramma	0.5	Prochilodus	0.27
2018 November	DSC_0214-KATP1.JPG	Astyanax	cf. lacustris	field	Peru	CV2-430	9.62677001953125	Astyanax	67.44	Moenkhausia	29.13	Phenacogaster	0.85	Bario	0.77	Gasteropelecus	0.6
2018 November	DSC_0214-KANT4.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV2-378	2.642822265625	Hyphessobrycon	75.58	Hemigrammus	15.16	Moenkhausia	7.4	Phenacogaster	0.7	Astyanax	0.53
2018 November	DSC_0215-KANT4.JPG	Hyphessobrycon	agulha	field	Peru	CV2-379	3.62091064453125	Hyphessobrycon	90.63	Hemigrammus	6.63	Phenacogaster	1.12	Astyanax	0.75	Knodus	0.33
2018 November	DSC_0215-KATP1.JPG	Steindachnerina	sp. 1	field	Peru	CV2-431	11.5081787109375	Astyanax	24.87	Characidium	19.48	Pimelodella	12.17	Prochilodus	12.17	Bario	7.17
2018 November	DSC_0216-KANT4.JPG	Hyphessobrycon	agulha	field	Peru	CV2-380	2.98919677734375	Hyphessobrycon	59.44	Hemigrammus	38.71	Moenkhausia	1.34	Phenacogaster	0.19	Astyanax	0.15
2018 November	DSC_0216-CHT5.JPG	Pyrrhulina	cf. brevis	field	Peru	CV1-034	11.0809326171875	Pyrrhulina	98.68	Apistogramma	0.89	Hemigrammus	0.1	Astyanax	0.08	Erythrinus	0.07
2018 November	DSC_0216-KATP1.JPG	Creagrutus	beni	field	Peru	CV2-432	5.1727294921875	Moenkhausia	66.84	Creagrutus	10.23	Bario	9.75	Astyanax	3.3	Hyphessobrycon	2.9
2018 November	DSC_0217-KANT4.JPG	Chrysobrycon	hesperus	field	Peru	CV2-381	4.13665771484375	Knodus	37.31	Phenacogaster	25.39	Hemigrammus	14.39	Astyanax	7.52	Hyphessobrycon	4.69
2018 November	DSC_0218-CHT5.JPG	Hemigrammus	sp. 2	field	Peru	CV1-035	14.42413330078125	Hemigrammus	61.41	Astyanax	12.16	Moenkhausia	11.04	Bario	3.77	Curimata	3.77
2018 November	DSC_0217-KATP1.JPG	Bryconops	caudomaculatus	field	Peru	CV2-433	3.680419921875	Knodus	71.07	Bryconops	16.84	Hyphessobrycon	6.9	Gymnotus	1.97	Astyanax	0.92
2018 November	DSC_0218-KANT4.JPG	Knodus	caquetae	field	Peru	CV2-382	2.5390625	Knodus	99.46	Hemigrammus	0.36	Creagrutus	0.05	Characidium	0.03	Hyphessobrycon	0.02
2018 November	DSC_0219-CHT5.JPG	Moenkhausia	sp. 1	field	Peru	CV1-036	7.8277587890625	Moenkhausia	99.04	Astyanax	0.63	Hemigrammus	0.1	Tetragonopterus	0.05	Phenacogaster	0.04
2018 November	DSC_0219-KANT4.JPG	Hyphessobrycon	cf. margitae	field	Peru	CV2-383	2.093505859375	Hyphessobrycon	97.15	Creagrutus	1.2	Characidium	0.53	Knodus	0.26	Astyanax	0.19
2018 November	DSC_0219-KATP1.JPG	Bujurquina	huallagae	field	Peru	CV2-435	4.425048828125	Bujurquina	96.49	Hemigrammus	1.19	Moenkhausia	0.97	Charax	0.58	Corydoras	0.25
2018 November	DSC_0220-KANT4.JPG	Moenkhausia	sp. 1	field	Peru	CV2-384	3.1280517578125	Moenkhausia	96.17	Astyanax	2.5	Hemigrammus	0.52	Phenacogaster	0.25	Hyphessobrycon	0.11
2018 November	DSC_0220-KATP1.JPG	Corydoras	atropersonatus	field	Peru	CV2-436	4.64019775390625	Corydoras	99.99	Ancistrus	0.0	Pimelodella	0.0	Knodus	0.0	Moenkhausia	0.0
2018 November	DSC_0221-KANT4.JPG	Hyphessobrycon	loretoensis	field	Peru	CV2-385	2.215576171875	Hyphessobrycon	99.94	Otocinclus	0.02	Characidium	0.01	Gymnotus	0.01	Tatia	0.01
2018 November	DSC_0221-KATP1.JPG	Loricariichthys	sp. 1	field	Peru	CV2-437	7.80181884765625	Bunocephalus	95.48	Rineloricaria	4.33	Ancistrus	0.11	Gymnotus	0.06	Tatia	0.02
2018 November	DSC_0222-KANT4.JPG	Hemigrammus	sp. 1	field	Peru	CV2-386	2.0233154296875	Hemigrammus	51.08	Astyanax	29.96	Hyphessobrycon	6.57	Characidium	3.43	Pyrrhulina	2.28
2018 November	DSC_0222-KATP1.JPG	Limatulichthys	griseus	field	Peru	CV2-438	8.0291748046875	Rineloricaria	50.36	Ancistrus	46.79	Bunocephalus	2.2	Gymnotus	0.54	Oxyropsis	0.03
2018 November	DSC_0224-KATP1.JPG	Moenkhausia	dichroura	field	Peru	CV2-440	4.1656494140625	Hemigrammus	86.15	Hyphessobrycon	6.27	Knodus	3.57	Astyanax	3.21	Phenacogaster	0.12
2018 November	DSC_0225-KANT5.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-388	8.50982666015625	Gasteropelecus	72.27	Bunocephalus	22.71	Bario	3.39	Apistogramma	0.25	Corydoras	0.24
2018 November	DSC_0223-KATP1.JPG	Loricaria	sp. 1	field	Peru	CV2-439	7.4005126953125	Bunocephalus	99.57	Rineloricaria	0.42	Ancistrus	0.01	Pimelodella	0.0	Knodus	0.0
2018 November	DSC_0226-KATP1.JPG	Characidium	cf. pellucidum	field	Peru	CV2-442	3.021240234375	Characidium	73.91	Gymnotus	5.83	Bryconops	4.88	Knodus	4.42	Hyphessobrycon	3.0
2018 November	DSC_0227-KANT5.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-390	9.62066650390625	Gasteropelecus	93.91	Bunocephalus	2.53	Moenkhausia	1.59	Bario	1.39	Tetragonopterus	0.12
2018 November	DSC_0227-KATP1.JPG	Characidium	cf. etheostoma	field	Peru	CV2-443	2.9937744140625	Corydoras	59.75	Characidium	31.83	Hyphessobrycon	1.8	Pimelodella	1.32	Astyanax	1.14
2018 November	DSC_0228-KANT5.JPG	Gasteropelecus 	sternicla	field	Peru	CV2-391	10.5926513671875	Gasteropelecus	90.81	Bunocephalus	9.0	Bario	0.08	Corydoras	0.03	Tetragonopterus	0.02
