file_name,genus,species,data_source,country,specimen_id
DSCN0192.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0193.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0194.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0195.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0196.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0197.JPG,Carnegiella,strigata,museum,Peru,USNM:Fish:167823
DSCN0198.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0199.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0200.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0201.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0202.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0203.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0204.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0205.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0206.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0207.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0208.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0209.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0210.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0211.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0212.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0213.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0214.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0215.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0216.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0217.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0218.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0219.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0220.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0221.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
DSCN0222.JPG,Carnegiella,strigata,museum,Suriname,USNM:Fish:229160
