Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name	Nombre cientifico
DSC_0993-DSC_0994	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T3-CV2QKANT-23	Kantashentsa	T3-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0994.JPG	Moenkhausia sp. 1
DSC_0995-DSC_0996	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Crenuchidae	Characidium	cf. pellucidum	T3-CV2QKANT-24	Kantashentsa	T3-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0995.JPG	Characidium cf. pellucidum
DSC_0995-DSC_0996	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Crenuchidae	Characidium	cf. pellucidum	T3-CV2QKANT-24	Kantashentsa	T3-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0996.JPG	Characidium cf. pellucidum
DSC_0997-DSC_0998	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T4-CV2QKANT-01	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0997.JPG	Moenkhausia sp. 1
DSC_0997-DSC_0998	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T4-CV2QKANT-01	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0998.JPG	Moenkhausia sp. 1
DSC_0999-DSC_1000	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T4-CV2QKANT-02	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_0999.JPG	Pyrrhulina cf. eleanorae
DSC_0999-DSC_1000	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T4-CV2QKANT-02	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1000.JPG	Pyrrhulina cf. eleanorae
DSC_1001-DSC_1002	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T4-CV2QKANT-03	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1001.JPG	Moenkhausia sp. 1
DSC_1001-DSC_1002	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T4-CV2QKANT-03	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1002.JPG	Moenkhausia sp. 1
DSC_1003-DSC_1004	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV2QKANT-04	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1003.JPG	Moenkhausia comma
DSC_1003-DSC_1004	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV2QKANT-04	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1004.JPG	Moenkhausia comma
DSC_1005-DSC_1006	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV2QKANT-05	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1005.JPG	Moenkhausia comma
DSC_1005-DSC_1006	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	comma	T4-CV2QKANT-05	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1006.JPG	Moenkhausia comma
DSC_1007-DSC_1008	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T4-CV2QKANT-06	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1007.JPG	Pyrrhulina cf. eleanorae
DSC_1007-DSC_1008	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T4-CV2QKANT-06	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1008.JPG	Pyrrhulina cf. eleanorae
DSC_1009-DSC_1010	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-07	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1009.JPG	Hemigrammus sp. 2
DSC_1009-DSC_1010	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-07	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1010.JPG	Hemigrammus sp. 2
DSC_1011-DSC_1012	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-08	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1011.JPG	Hemigrammus sp. 2
DSC_1011-DSC_1012	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-08	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1012.JPG	Hemigrammus sp. 2
DSC_1013-DSC_1014	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T4-CV2QKANT-09	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1013.JPG	Apistogramma sp. nov
DSC_1013-DSC_1014	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T4-CV2QKANT-09	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1014.JPG	Apistogramma sp. nov
DSC_1015-DSC_1016	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-10	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1015.JPG	Hemigrammus sp. 2
DSC_1015-DSC_1016	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-10	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1016.JPG	Hemigrammus sp. 2
DSC_1017-DSC_1018	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-11	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1017.JPG	Hemigrammus sp. 2
DSC_1017-DSC_1018	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-11	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1018.JPG	Hemigrammus sp. 2
DSC_1019-DSC_1020	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T4-CV2QKANT-12	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1019.JPG	Hyphessobrycon cf. margitae
DSC_1019-DSC_1020	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T4-CV2QKANT-12	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1020.JPG	Hyphessobrycon cf. margitae
DSC_1021-DSC_1022	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T4-CV2QKANT-13	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1021.JPG	Knodus sp. 1
DSC_1021-DSC_1022	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Knodus	sp. 1	T4-CV2QKANT-13	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1022.JPG	Knodus sp. 1
DSC_1023-DSC_1024	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T4-CV2QKANT-14	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1023.JPG	Hemigrammus sp. 1
DSC_1023-DSC_1024	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	T4-CV2QKANT-14	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1024.JPG	Hemigrammus sp. 1
DSC_1025-DSC_1026	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-15	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1025.JPG	Hemigrammus sp. 2
DSC_1025-DSC_1026	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T4-CV2QKANT-15	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1026.JPG	Hemigrammus sp. 2
DSC_1027-DSC_1028	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Copeina	osgoodi	T4-CV2QKANT-16	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1027.JPG	Copeina guttata
DSC_1027-DSC_1028	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Copeina	osgoodi	T4-CV2QKANT-16	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1028.JPG	Copeina guttata
DSC_1029-DSC_1030	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Erythrinidae	Erythrinus	erythrinus	T5-CV2QKANT-01	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1029.JPG	Erythrinus erythrinus
DSC_1029-DSC_1030	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Erythrinidae	Erythrinus	erythrinus	T5-CV2QKANT-01	Kantashentsa	T4-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1030.JPG	Erythrinus erythrinus
DSC_1031-DSC_1032	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T5-CV2QKANT-02	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1031.JPG	Bario steindachneri
DSC_1031-DSC_1032	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T5-CV2QKANT-02	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1032.JPG	Bario steindachneri
DSC_1033-DSC_1034	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-03	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1033.JPG	Moenkhausia sp. 1
DSC_1033-DSC_1034	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-03	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1034.JPG	Moenkhausia sp. 1
DSC_1035-DSC_1036	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-04	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1035.JPG	Moenkhausia sp. 1
DSC_1035-DSC_1036	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-04	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1036.JPG	Moenkhausia sp. 1
DSC_1037-DSC_1038	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-05	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1037.JPG	Moenkhausia sp. 1
DSC_1037-DSC_1038	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-05	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1038.JPG	Moenkhausia sp. 1
DSC_1039-DSC_1040	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-06	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1039.JPG	Moenkhausia sp. 1
DSC_1039-DSC_1040	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-06	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1040.JPG	Moenkhausia sp. 1
DSC_1041-DSC_1042	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-07	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1041.JPG	Moenkhausia sp. 1
DSC_1041-DSC_1042	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-07	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1042.JPG	Moenkhausia sp. 1
DSC_1043-DSC_1044	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-08	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1043.JPG	Moenkhausia sp. 1
DSC_1043-DSC_1044	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-08	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1044.JPG	Moenkhausia sp. 1
DSC_1045-DSC_1046	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-09	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1045.JPG	Moenkhausia sp. 1
DSC_1045-DSC_1046	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-09	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1046.JPG	Moenkhausia sp. 1
DSC_1047-DSC_1048	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-10	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1047.JPG	Moenkhausia sp. 1
DSC_1047-DSC_1048	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-10	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1048.JPG	Moenkhausia sp. 1
DSC_1049-DSC_1050	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-11	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1049.JPG	Moenkhausia sp. 1
DSC_1049-DSC_1050	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-11	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1050.JPG	Moenkhausia sp. 1
DSC_1051-DSC_1052	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-12	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1051.JPG	Moenkhausia sp. 1
DSC_1051-DSC_1052	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T5-CV2QKANT-12	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1052.JPG	Moenkhausia sp. 1
DSC_1053-DSC_1054	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T5-CV2QKANT-13	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1053.JPG	Pyrrhulina cf. eleanorae
DSC_1053-DSC_1054	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Lebiasinidae	Pyrrhulina	cf. eleanorae	T5-CV2QKANT-13	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1054.JPG	Pyrrhulina cf. eleanorae
DSC_1055-DSC_1056	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T5-CV2QKANT-14	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1055.JPG	Hemigrammus sp. 2
DSC_1055-DSC_1056	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T5-CV2QKANT-14	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1056.JPG	Hemigrammus sp. 2
DSC_1057-DSC_1058	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T5-CV2QKANT-15	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1057.JPG	Hemigrammus sp. 2
DSC_1057-DSC_1058	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T5-CV2QKANT-15	Kantashentsa	T5-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1058.JPG	Hemigrammus sp. 2
DSC_1059-DSC_1060	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T6-CV2QKANT-01	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1059.JPG	Bario steindachneri
DSC_1059-DSC_1060	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T6-CV2QKANT-01	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1060.JPG	Bario steindachneri
DSC_1061-DSC_1062	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T6-CV2QKANT-02	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1061.JPG	Bario steindachneri
DSC_1061-DSC_1062	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Bario	steindachneri	T6-CV2QKANT-02	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1062.JPG	Bario steindachneri
DSC_1063-DSC_1064	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-03	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1063.JPG	Moenkhausia sp. 1
DSC_1063-DSC_1064	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-03	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1064.JPG	Moenkhausia sp. 1
DSC_1065-DSC_1066	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-04	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1065.JPG	Moenkhausia sp. 1
DSC_1065-DSC_1066	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-04	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1066.JPG	Moenkhausia sp. 1
DSC_1067-DSC_1068	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T6-CV2QKANT-05	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1067.JPG	Gasteropelecus sternicla
DSC_1067-DSC_1068	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	T6-CV2QKANT-05	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1068.JPG	Gasteropelecus sternicla
DSC_1069-DSC_1070	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T6-CV2QKANT-06	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1069.JPG	Apistogramma sp. nov
DSC_1069-DSC_1070	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. nov	T6-CV2QKANT-06	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1070.JPG	Apistogramma sp. nov
DSC_1071-DSC_1072	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T6-CV2QKANT-07	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1071.JPG	Hyphessobrycon cf. margitae
DSC_1071-DSC_1072	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	T6-CV2QKANT-07	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1072.JPG	Hyphessobrycon cf. margitae
DSC_1073-DSC_1074	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T6-CV2QKANT-08	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1073.JPG	Hemigrammus sp. 2
DSC_1073-DSC_1074	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 2	T6-CV2QKANT-08	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1074.JPG	Hemigrammus sp. 2
DSC_1075-DSC_1076	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-09	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1075.JPG	Moenkhausia sp. 1
DSC_1075-DSC_1076	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	T6-CV2QKANT-09	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1076.JPG	Moenkhausia sp. 1
DSC_1077-DSC_1078	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T6-CV2QKANT-10	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1077.JPG	Bujurquina moriorum
DSC_1077-DSC_1078	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 29 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	T6-CV2QKANT-10	Kantashentsa	T6-30-50	Leo, Morgan, Esau, Perciles	Red de arrastre y red de mano	DSC_1078.JPG	Bujurquina moriorum
