Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Nombre cientifico	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name
DSC_0715 - DSC_0716	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA09	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0716.JPG
DSC_0717 - DSC_0718	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA10	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0717.JPG
DSC_0717 - DSC_0718	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA10	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0718.JPG
DSC_0719 - DSC_0720	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 1	Pimelodella sp. 1	PM04-CV1QMA11	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0719.JPG
DSC_0719 - DSC_0720	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 1	Pimelodella sp. 1	PM04-CV1QMA11	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0720.JPG
DSC_0721 - DSC_0722	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA12	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0721.JPG
DSC_0721 - DSC_0722	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA12	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0722.JPG
DSC_0723 - DSC_0724	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA13	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0723.JPG
DSC_0723 - DSC_0724	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 2	Pimelodella sp. 2	PM04-CV1QMA13	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0724.JPG
DSC_0725 - DSC_0726	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 1	Pimelodella sp. 1	PM04-CV1QMA14	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0725.JPG
DSC_0725 - DSC_0726	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Heptapteridae	Pimelodella	sp. 1	Pimelodella sp. 1	PM04-CV1QMA14	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0726.JPG
DSC_0727 - DSC_0728	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA15	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0727.JPG
DSC_0727 - DSC_0728	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA15	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0728.JPG
DSC_0729 - DSC_0730	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA16	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0729.JPG
DSC_0729 - DSC_0730	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA16	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0730.JPG
DSC_0731 - DSC_0732	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Loricariidae	Otocinclus	sp. 1	Otocinclus sp. 1	PM04-CV1QMA17	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0731.JPG
DSC_0731 - DSC_0732	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Loricariidae	Otocinclus	sp. 1	Otocinclus sp. 1	PM04-CV1QMA17	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0732.JPG
DSC_0733 - DSC_0734	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Moenkhausia	oligolepis	Moenkhausia oligolepis 	PM04-CV1QMA18	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0733.JPG
DSC_0733 - DSC_0734	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Moenkhausia	oligolepis	Moenkhausia oligolepis 	PM04-CV1QMA18	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0734.JPG
DSC_0735 - DSC_0736	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA19	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0735.JPG
DSC_0735 - DSC_0736	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA19	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0736.JPG
DSC_0737 - DSC_0738	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	sp. 1	Serrasalmus sp. 1	PM04-CV1QMA20	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0737.JPG
DSC_0737 - DSC_0738	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	sp. 1	Serrasalmus sp. 1	PM04-CV1QMA20	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0738.JPG
DSC_0739 - DSC_0740	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA21	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0739.JPG
DSC_0739 - DSC_0740	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA21	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0740.JPG
DSC_0741 - DSC_0742	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA22	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0741.JPG
DSC_0741 - DSC_0742	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA22	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0742.JPG
DSC_0743 - DSC_0744	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Moenkhausia	collettii	Moenkhausia collettii	PM04-CV1QMA23	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0743.JPG
DSC_0743 - DSC_0744	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Moenkhausia	collettii	Moenkhausia collettii	PM04-CV1QMA23	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0744.JPG
DSC_0745 - DSC_0746	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA24	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0745.JPG
DSC_0745 - DSC_0746	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA24	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0746.JPG
DSC_0747 - DSC_0748	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA25	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0747.JPG
DSC_0747 - DSC_0748	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA25	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0748.JPG
DSC_0749 - DSC_0750	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA26	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0749.JPG
DSC_0749 - DSC_0750	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA26	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0750.JPG
DSC_0751 - DSC_0752	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA27	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0751.JPG
DSC_0751 - DSC_0752	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA27	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0752.JPG
DSC_0753 - DSC_0754	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA28	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0753.JPG
DSC_0753 - DSC_0754	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	napoatilis 	Phenacogaster napoatilis 	PM04-CV1QMA28	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0754.JPG
DSC_0755 - DSC_0756	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA29	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0755.JPG
DSC_0755 - DSC_0756	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Phenacogaster	sp. 1	Phenacogaster sp. 1	PM04-CV1QMA29	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0756.JPG
DSC_0757 - DSC_0758	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA30	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0757.JPG
DSC_0757 - DSC_0758	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Characidae	Creagrutus	beni	Creagrutus beni	PM04-CV1QMA30	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0758.JPG
DSC_0759 - DSC_0760	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Crenuchidae	Characidium	cf. etheostoma	Characidium cf. etheostoma	PM04-CV1QMA31	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0759.JPG
DSC_0759 - DSC_0760	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Crenuchidae	Characidium	cf. etheostoma	Characidium cf. etheostoma	PM04-CV1QMA31	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0760.JPG
DSC_0761 - DSC_0762	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	sp. 1	Bunocephalus sp. 1	PM04-CV1QMA32	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0761.JPG
DSC_0761 - DSC_0762	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	sp. 1	Bunocephalus sp. 1	PM04-CV1QMA32	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0762.JPG
DSC_0763 - DSC_0764	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Aspredinidae				PM04-CV1QMA33	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0763.JPG
DSC_0763 - DSC_0764	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Aspredinidae				PM04-CV1QMA33	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0764.JPG
DSC_0765 - DSC_0766	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Loricariidae	Sturisoma	nigrirostrum	Sturisoma nigrirostrum	PM04-CV1QMA34	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0765.JPG
DSC_0765 - DSC_0766	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Loricariidae	Sturisoma	nigrirostrum	Sturisoma nigrirostrum	PM04-CV1QMA34	Mashumabara 	PM-04	Leo, Morgan y Perciles	Red de arrastre	DSC_0766.JPG
DSC_0342 - DSC_0343	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Myloplus	asterias	Myloplus asterias 	MACV1-01	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0342.JPG
DSC_0342 - DSC_0343	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Myloplus	asterias	Myloplus asterias 	MACV1-01	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0343.JPG
DSC_0344 - DSC_0345	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Myloplus	asterias	Myloplus asterias 	MACV1-02	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0344.JPG
DSC_0344 - DSC_0345	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Myloplus	asterias	Myloplus asterias 	MACV1-02	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0345.JPG
DSC_0346 - DSC_0347	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-03	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0346.JPG
DSC_0346 - DSC_0347	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-03	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0347.JPG
DSC_0348 - DSC_0349	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	MACV1-04	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0348.JPG
DSC_0348 - DSC_0349	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	MACV1-04	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0349.JPG
DSC_0350 - DSC_0351	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-05	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0350.JPG
DSC_0350 - DSC_0351	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-05	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0351.JPG
DSC_0354 - DSC_0355	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Tetragonopterus	argenteus	Tetragonopterus argenteus	MACV1-06	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0354.JPG
DSC_0354 - DSC_0355	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Tetragonopterus	argenteus	Tetragonopterus argenteus	MACV1-06	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0355.JPG
DSC_0356 - DSC_0357	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	rhombeus	Serrasalmus rhombeus	MACV1-07	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0356.JPG
DSC_0356 - DSC_0357	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	rhombeus	Serrasalmus rhombeus	MACV1-07	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0357.JPG
DSC_0512 - DSC_0513	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Heroina	isonycterina	Heroina isonycterina	MACV1-08	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0512.JPG
DSC_0512 - DSC_0513	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Heroina	isonycterina	Heroina isonycterina	MACV1-08	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0513.JPG
DSC_0514 - DSC_0515	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Roeboides	myersii	Roeboides myersii	MACV1-09	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0514.JPG
DSC_0514 - DSC_0515	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Roeboides	myersii	Roeboides myersii	MACV1-09	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0515.JPG
DSC_0516 - DSC_0517	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	Leporinus fridereci	MACV1-10	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0516.JPG
DSC_0516 - DSC_0517	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	Leporinus fridereci	MACV1-10	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0517.JPG
DSC_0518 - DSC_0519	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Tetragonopterus	argenteus	Tetragonopterus argenteus	MACV1-11	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0518.JPG
DSC_0518 - DSC_0519	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Tetragonopterus	argenteus	Tetragonopterus argenteus	MACV1-11	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0519.JPG
DSC_0520 - DSC_0523	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-12	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0520.JPG
DSC_0520 - DSC_0523	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-12	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0521.JPG
DSC_0520 - DSC_0523	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-12	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0522.JPG
DSC_0520 - DSC_0523	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Loricariidae	Hypostomus 	sp. 1	Hypostomus sp. 1	MACV1-12	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0523.JPG
DSC_0524 - DSC_0525	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Paragoniates 	alburnus	Paragoniates alburnus	MACV1-13	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0524.JPG
DSC_0524 - DSC_0525	Morona 3ra entrada 2019,nov	Nikon D 3500	Sat Nov 23 00:00:00 EST 2019	Characidae	Paragoniates 	alburnus	Paragoniates alburnus	MACV1-13	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0525.JPG
DSC_0687 - DSC_0688	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-14	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0687.JPG
DSC_0687 - DSC_0688	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-14	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0688.JPG
DSC_0689 - DSC_0690	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-15	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0689.JPG
DSC_0689 - DSC_0690	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Prochilodontidae	Prochilodus 	nigricans	Prochilodus nigricans	MACV1-15	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0690.JPG
DSC_0691 - DSC_0692	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	rhombeus	Serrasalmus rhombeus	MACV1-16	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0691.JPG
DSC_0691 - DSC_0692	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Serrasalmidae	Serrasalmus	rhombeus	Serrasalmus rhombeus	MACV1-16	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0692.JPG
DSC_0693 - DSC_0694	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Auchenipteridae	Ageneiosus 	inermis	Ageneiosus inermis	MACV1-17	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0693.JPG
DSC_0693 - DSC_0694	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Auchenipteridae	Ageneiosus 	inermis	Ageneiosus inermis	MACV1-17	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0694.JPG
DSC_0695 - DSC_0696	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	MACV1-18	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0695.JPG
DSC_0695 - DSC_0696	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Erythrinidae	Hoplias	malabaricus	Hoplias malabaricus	MACV1-18	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0696.JPG
DSC_0697 - DSC_0698	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Curimatidae	Steindachnerina	sp. 1	Steindachnerina sp. 1	MACV1-19	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0697.JPG
DSC_0697 - DSC_0698	Morona 3ra entrada 2019,nov	Nikon D 3500	Tue Nov 26 00:00:00 EST 2019	Curimatidae	Steindachnerina	sp. 1	Steindachnerina sp. 1	MACV1-19	Mashumabara 	CV1-trampa	Leo, Morgan, Esau, Perciles	Red de espera 	DSC_0698.JPG
