Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Nombre cientifico	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name
DSC_0388 - DSC_0389	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	Hemigrammus sp. 1	T1-CV1QH-15	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0388.JPG
DSC_0388 - DSC_0389	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hemigrammus	sp. 1	Hemigrammus sp. 1	T1-CV1QH-15	Hermogeno	T1-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0389.JPG
DSC_0390 - DSC_0391	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. anterior	Astyanas cf. anterior	T2-CV1QH-01	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0390.JPG
DSC_0390 - DSC_0391	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. anterior	Astyanas cf. anterior	T2-CV1QH-01	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0391.JPG
DSC_0392 - DSC_0393	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Curimatidae	Steindachnerina	guentheri	Steindachnerina guentheri	T2-CV1QH-02	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0392.JPG
DSC_0392 - DSC_0393	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Curimatidae	Steindachnerina	guentheri	Steindachnerina guentheri	T2-CV1QH-02	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0393.JPG
DSC_0394 - DSC_0395	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T2-CV1QH-03	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0394.JPG
DSC_0394 - DSC_0395	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T2-CV1QH-03	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0395.JPG
DSC_0396 - DSC_0397	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-04	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0396.JPG
DSC_0396 - DSC_0397	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-04	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0397.JPG
DSC_0398 - DSC_0399	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-05	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0398.JPG
DSC_0398 - DSC_0399	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-05	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0399.JPG
DSC_0400 - DSC_0401	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-06	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0400.JPG
DSC_0400 - DSC_0401	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-06	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0401.JPG
DSC_0402 - DSC_0403	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-07	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0402.JPG
DSC_0402 - DSC_0403	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-07	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0403.JPG
DSC_0404 - DSC_0405	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-08	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0404.JPG
DSC_0404 - DSC_0405	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-08	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0405.JPG
DSC_0406 - DSC_0407	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-09	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0406.JPG
DSC_0406 - DSC_0407	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T2-CV1QH-09	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0407.JPG
DSC_0408 - DSC_0409	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T2-CV1QH-10	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0408.JPG
DSC_0408 - DSC_0409	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T2-CV1QH-10	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0409.JPG
DSC_0410 - DSC_0411	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. 1	Apistogramma sp. 1	T2-CV1QH-11	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0410.JPG
DSC_0410 - DSC_0411	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Apistogramma	sp. 1	Apistogramma sp. 1	T2-CV1QH-11	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0411.JPG
DSC_0412 - DSC_0413	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T2-CV1QH-12	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0412.JPG
DSC_0412 - DSC_0413	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T2-CV1QH-12	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0413.JPG
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	Pterygoplichthys sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0414.JPG
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	Pterygoplichthys sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0415.JPG
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	Pterygoplichthys sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0416.JPG
DSC_0414 - DSC_0417	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Pterygoplichthys	sp. 1	Pterygoplichthys sp. 1	T2-CV1QH-13	Hermogeno	T2-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0417.JPG
DSC_0418 - DSC_0419	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T3-CV1QH-01	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0418.JPG
DSC_0418 - DSC_0419	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T3-CV1QH-01	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0419.JPG
DSC_0420 - DSC_0421	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T3-CV1QH-02	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0420.JPG
DSC_0420 - DSC_0421	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T3-CV1QH-02	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0421.JPG
DSC_0422 - DSC_0423	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	Leporinus fridereci	T3-CV1QH-03	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0422.JPG
DSC_0422 - DSC_0423	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Anostomidae	Leporinus	fridereci	Leporinus fridereci	T3-CV1QH-03	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0423.JPG
DSC_0424 - DSC_0425	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	Hyphessobrycon cf. margitae	T3-CV1QH-04	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0424.JPG
DSC_0424 - DSC_0425	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Hyphessobrycon	cf. margitae	Hyphessobrycon cf. margitae	T3-CV1QH-04	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0425.JPG
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0426.JPG
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0427.JPG
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0428.JPG
DSC_0426 - DSC_0429	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-05	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0429.JPG
DSC_0430 - DSC_0431	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T3-CV1QH-06	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0430.JPG
DSC_0430 - DSC_0431	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T3-CV1QH-06	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0431.JPG
DSC_0432 - DSC_0433	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-07	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0432.JPG
DSC_0432 - DSC_0433	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 1	Ancistrus sp. 1	T3-CV1QH-07	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0433.JPG
DSC_0434 - DSC_0435	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 2	Ancistrus sp. 2	T3-CV1QH-08	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0434.JPG
DSC_0434 - DSC_0435	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Loricariidae	Ancistrus	sp. 2	Ancistrus sp. 2	T3-CV1QH-08	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0435.JPG
DSC_0436 - DSC_0437	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	Synbranchus marmoratus	T3-CV1QH-09	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0436.JPG
DSC_0436 - DSC_0437	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Synbranchidae	Synbranchus	marmoratus	Synbranchus marmoratus	T3-CV1QH-09	Hermogeno	T3-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0437.JPG
DSC_0438 - DSC_0439	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T4-CV1QH-01	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0438.JPG
DSC_0438 - DSC_0439	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T4-CV1QH-01	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0439.JPG
DSC_0440 - DSC_0441	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T4-CV1QH-02	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0440.JPG
DSC_0440 - DSC_0441	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Astyanax	cf. lacustris	Astyanax cf. lacustris	T4-CV1QH-02	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0441.JPG
DSC_0442 - DSC_0443	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	Bario steindachneri	T4-CV1QH-03	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0442.JPG
DSC_0442 - DSC_0443	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	Bario steindachneri	T4-CV1QH-03	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0443.JPG
DSC_0444 - DSC_0445	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Carnegiella	strigata	Canegiella strigata 	T4-CV1QH-04	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0444.JPG
DSC_0444 - DSC_0445	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Carnegiella	strigata	Canegiella strigata 	T4-CV1QH-04	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0445.JPG
DSC_0446 - DSC_0447	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-05	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0446.JPG
DSC_0446 - DSC_0447	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-05	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0447.JPG
DSC_0448 - DSC_0449	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-06	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0448.JPG
DSC_0448 - DSC_0449	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-06	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0449.JPG
DSC_0450 - DSC_0451	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-07	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0450.JPG
DSC_0450 - DSC_0451	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Bujurquina	moriorum	Bujurquina moriorum	T4-CV1QH-07	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0451.JPG
DSC_0452 - DSC_0453	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T4-CV1QH-08	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0452.JPG
DSC_0452 - DSC_0453	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Aspredinidae	Bunocephalus 	caracoideus	Bunocephalus caracoideus	T4-CV1QH-08	Hermogeno	T4-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0453.JPG
DSC_0454 - DSC_0455	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	Bario steindachneri	T5-CV1QH-01	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0454.JPG
DSC_0454 - DSC_0455	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Bario	steindachneri	Bario steindachneri	T5-CV1QH-01	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0455.JPG
DSC_0456 - DSC_0457	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-02	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0456.JPG
DSC_0456 - DSC_0457	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-02	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0457.JPG
DSC_0458 - DSC_0459	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-03	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0458.JPG
DSC_0458 - DSC_0459	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-03	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0459.JPG
DSC_0460 - DSC_0461	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T5-CV1QH-04	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0460.JPG
DSC_0460 - DSC_0461	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T5-CV1QH-04	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0461.JPG
DSC_0462 - DSC_0463	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T5-CV1QH-05	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0462.JPG
DSC_0462 - DSC_0463	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Gasteropelecidae	Gasteropelecus	sternicla	Gasteropelecus sternicla	T5-CV1QH-05	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0463.JPG
DSC_0464 - DSC_0465	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-06	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0464.JPG
DSC_0464 - DSC_0465	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-06	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0465.JPG
DSC_0466 - DSC_0467	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-07	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0466.JPG
DSC_0466 - DSC_0467	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-07	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0467.JPG
DSC_0468 - DSC_0469	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-08	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0468.JPG
DSC_0468 - DSC_0469	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	comma	Moenkhausia comma	T5-CV1QH-08	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0469.JPG
DSC_0470 - DSC_0471	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T5-CV1QH-09	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0470.JPG
DSC_0470 - DSC_0471	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Moenkhausia	sp. 1	Moenkhausia sp. 1	T5-CV1QH-09	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0471.JPG
DSC_0472 - DSC_0473	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	Knodus sp. 1	T5-CV1QH-10	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0472.JPG
DSC_0472 - DSC_0473	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	Knodus sp. 1	T5-CV1QH-10	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0473.JPG
DSC_0474 - DSC_0475	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	Knodus sp. 1	T5-CV1QH-11	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0474.JPG
DSC_0474 - DSC_0475	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Characidae	Knodus	sp. 1	Knodus sp. 1	T5-CV1QH-11	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0475.JPG
DSC_0476 - DSC_0477	Morona 3ra entrada 2019,nov	Nikon D 3500	Fri Nov 22 00:00:00 EST 2019	Cichlidae	Crenicichla	sp. 1	Crenicichla sp. 1	T5-CV1QH-12	Hermogeno	T5-30-50	Morgan, Leo, Segundo y Elias	Red de arrastre	DSC_0476.JPG
