Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,Nombre cientifico,Código/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto,Colectores,Metodo de captura
DSC_0164 - DSC_0165,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T1-CV1QCH-01,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0166 - DSC_0167,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T1-CV1QCH-02,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0168 - DSC_0169,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T1-CV1QCH-03,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0170 - DSC_0171,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T1-CV1QCH-04,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0172 - DSC_0173,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T1-CV1QCH-05,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0184 - DSC_0185,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T1-CV1QCH-06,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0186 - DSC_0187,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T1-CV1QCH-07,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0188 - DSC_0189,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T1-CV1QCH-08,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0190 - DSC_0191,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T1-CV1QCH-09,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0192 - DSC_0193,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. eleanorae,Pyrrhulina cf. eleanorae,T1-CV1QCH-10,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0194 - DSC_0195,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Synbranchidae,Synbranchus,marmoratus,Synbranchus marmoratus,T1-CV1QCH-11,Chapintsa,T1-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0196 - DSC_0197,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T2-CV1QCH-01,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0198 - DSC_0199,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T2-CV1QCH-02,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0200 - DSC_0201,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T2-CV1QCH-03,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0202 - DSC_0203,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T2-CV1QCH-04,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0204 - DSC_0205,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,T2-CV1QCH-05,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0206 - DSC_0207,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T2-CV1QCH-06,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0208 - DSC_0209,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T2-CV1QCH-07,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0210 - DSC_0211,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T2-CV1QCH-08,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0212 - DSC_0213,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T2-CV1QCH-09,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0214 - DSC_0215,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T2-CV1QCH-10,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0216 - DSC_0217,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Rivulidae,Anablepsoides ,sp. 1,Anablepsoides sp. 1,T2-CV1QCH-11,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0218 - DSC_0219,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T2-CV1QCH-12,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0220 - DSC_0221,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Tyttocharax,sp. 1,Tyttocharax sp. 1,T2-CV1QCH-13,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0222 - DSC_0223,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Hypopomidae,Brachihypopomus,brevirostris,Brachyhypopomus brevirostris,T2-CV1QCH-14,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0224 - DSC_0225,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T2-CV1QCH-15,Chapintsa,T2-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0226 - DSC_0227,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T3-CV1QCH-01,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0228 - DSC_0229,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T3-CV1QCH-02,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0230 - DSC_0231,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Bujurquina,moriorum,Bujurquina moriorum,T3-CV1QCH-03,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0232 - DSC_0233,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T3-CV1QCH-04,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0234 - DSC_0235,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T3-CV1QCH-05,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0236 - DSC_0237,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T3-CV1QCH-06,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0238 - DSC_0239,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T3-CV1QCH-07,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0240 - DSC_0241,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T3-CV1QCH-08,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0242 - DSC_0243,"Morona 3ra entrada 2019,nov",Nikon D 3500,Wed Nov 20 00:00:00 EST 2019,Callichthyidae,Corydoras,aeneus,Corydoras aeneus,T3-CV1QCH-09,Chapintsa,T3-30-50,"Morgan, Leo, Peas y wilson ",Red de arrastre y red de mano
DSC_0244 - DSC_0245,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T4-CV1QCH-01,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0246 - DSC_0247,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Hypopomidae,Brachihypopomus,beebei,Brachyhypopomus beebei,T4-CV1QCH-02,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0248 - DSC_0249,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Hypopomidae,Brachihypopomus,beebei,Brachyhypopomus beebei,T4-CV1QCH-03,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0250 - DSC_0251,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T4-CV1QCH-04,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0252 - DSC_0253,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T4-CV1QCH-05,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0254 - DSC_0255,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T4-CV1QCH-06,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0256 - DSC_0257,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Synbranchidae,Synbranchus,marmoratus,Synbranchus marmoratus,T4-CV1QCH-07,Chapintsa,T4-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0258 - DSC_0259,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-01,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0260 - DSC_0261,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-02,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0262 - DSC_0263,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-03,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0264 - DSC_0265,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-04,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0266 - DSC_0267,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-05,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0268 - DSC_0269,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T5-CV1QCH-06,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0270 - DSC_0271,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T5-CV1QCH-07,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0272 - DSC_0273,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T5-CV1QCH-08,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0274 - DSC_0275,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T5-CV1QCH-09,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0276 - DSC_0277,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Cichlidae,Laetacara,flavilabris,Laetacara flavilabris,T5-CV1QCH-10,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0278 - DSC_0279,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Gymnotidae,Gymnotus,javari,Gymnotus javari,T5-CV1QCH-11,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0280 - DSC_0281,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Gasteropelecidae,Carnegiella,schereri,Carnegiella schereri,T5-CV1QCH-12,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0282 - DSC_0283,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T5-CV1QCH-13,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0284 - DSC_0285,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T5-CV1QCH-14,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0286 - DSC_0287,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T5-CV1QCH-15,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0288 - DSC_0289,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Trichomycteridae,Ituglanis,cf. amazonicus,Ituglanis cf. amazonicus ,T5-CV1QCH-16,Chapintsa,T5-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0290 - DSC_0291,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-01,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0292 - DSC_0293,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-02,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0294 - DSC_0295,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-03,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0296 - DSC_0297,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-04,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0298 - DSC_0299,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-05,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0300 - DSC_0301,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-06,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0302 - DSC_0303,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T6-CV1QCH-07,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0304 - DSC_0305,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-08,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0306 - DSC_0307,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-09,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0308 - DSC_0309,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-10,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0310 - DSC_0311,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Moenkhausia,sp. 1,Moenkhausia sp. 1,T6-CV1QCH-11,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0312 - DSC_0313,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-12,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0314 - DSC_0315,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-13,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0318 - DSC_0319,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Copeina,guttata,Copeina guttata,T6-CV1QCH-14,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0320 - DSC_0321,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Copeina,guttata,Copeina guttata,T6-CV1QCH-15,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0322 - DSC_0323,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Copeina,guttata,Copeina guttata,T6-CV1QCH-16,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0324 - DSC_0325,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T6-CV1QCH-17,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0326 - DSC_0327,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Lebiasinidae,Pyrrhulina,cf. brevis,Pyrrhulina cf. brevis,T6-CV1QCH-18,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0328 - DSC_0329,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T6-CV1QCH-19,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0330 - DSC_0331,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,T6-CV1QCH-20,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0332 - DSC_0333,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Hypopomidae,Brachihypopomus,sp. 1,Brachihypopomus sp. 1,T6-CV1QCH-21,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0334 - DSC_0335,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Heptapteridae,Nemuroglanis,sp. 1,Nemuroglanis sp. 1,T6-CV1QCH-22,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0336 - DSC_0337,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Erythrinidae,Erythrinus,erythrinus,Erythrinus erythrinus,T6-CV1QCH-23,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0338 - DSC_0339,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 2,Hemigrammus sp. 2,T6-CV1QCH-24,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0340 - DSC_0341,"Morona 3ra entrada 2019,nov",Nikon D 3500,Thu Nov 21 00:00:00 EST 2019,Trichomycteridae,Ituglanis,cf. amazonicus,Ituglanis cf. amazonicus ,T6-CV1QCH-25,Chapintsa,T6-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre y red de mano
DSC_0358 - DSC_0359,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Astyanax,cf. lacustris,Astyanax cf. lacustris,T1-CV1QH-01,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0360 - DSC_0361,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Moenkhausia,comma,Moenkhausia comma,T1-CV1QH-02,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0362 - DSC_0363,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T1-CV1QH-03,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0364 - DSC_0365,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T1-CV1QH-04,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0366 - DSC_0367,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T1-CV1QH-05,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0368 - DSC_0369,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T1-CV1QH-06,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
DSC_0370 - DSC_0371,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 22 00:00:00 EST 2019,Characidae,Knodus,sp. 1,Knodus sp. 1,T1-CV1QH-07,Hermogeno,T1-30-50,"Morgan, Leo, Segundo y Elias",Red de arrastre
