Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,Código/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto ,Colectores ,Metodo de captura 
DSC_0278-MAP2-DSC_0279-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Oxyropsis,sp. 1,CV1-284,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0279-CHT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Hypopomidae,Brachyhypopomus,beebei,CV1-048,CV1-Mashumbara ,Chapintsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0279-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Imparfinis,cf. stictonotus,CV1-166,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0280-CHT6,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/19/2018,Cichlidae,Laetacara ,flavilabris,CV1-049,CV1-Mashumbara ,Chapintsa-T6,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0280-MAP1-DSC_0281-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Otocinclus,vittatus,CV1-167,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0280-MAP2-DSC_0281-MAP2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/22/2018,Loricariidae,Hypoptopoma,sp. 1,CV1-285,CV1-Mashumbara ,Mashumbara-P2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0282-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Callichthyidae,Corydoras,pastazensis,CV1-168,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0283-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Imparfinis,cf. stictonotus,CV1-169,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0284-MAP1-DSC_0285-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Otocinclus,vittatus,CV1-170,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0285-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Ctenoluciidae,Boulengerella ,cuvieri,CV1-292,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0286-MAP1-DSC_0287-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Otocinclus,vittatus,CV1-171,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0287-CV1-TRAMPA DSC_0288-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Loricariidae,Lasiancistrus,schomburgkii,CV1-293,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0288-MAP1-DSC_0289-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Otocinclus,vittatus,CV1-172,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0289-CV1-TRAMPA DSC_0290-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Loricariidae,Lasiancistrus,schomburgkii,CV1-294,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0290-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Curimatidae,Steindachnerina,sp. 1,CV2-460,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0290-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Callichthyidae,Corydoras,atropersonatus,CV1-173,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0291-CV1-TRAMPA DSC_0292-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Loricariidae,Hypostomus,sp. 2,CV1-297,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0291-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Curimatidae,Steindachnerina,sp. 1,CV2-461,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0291-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Limatulichthys,griseus,CV1-174,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0292-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Curimatidae,Steindachnerina,sp. 1,CV2-462,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0292-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Loricariichthys,sp. 1,CV1-175,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0293-CV1-TRAMPA DSC_0294-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Loricariidae,Aphanotorulus,cf. emarginatus,CV1-295,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0293-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Bujurquina,huallagae,CV2-463,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0293-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Iguanodectidae,Bryconops,caudomaculatus,CV1-176,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0294-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Characidae,Moenkhausia,oligolepis,CV2-464,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0294-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-177,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0295-CV1-TRAMPA DSC_0296-CV1-TRAMPA,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Loricariidae,Pterygoplichthys,sp. 1,CV1-296,CV1-Mashumbara ,Mashumbara,"Leo, Morgan, Antonio y Perciles ",Red de espera
DSC_0295-KATP3-DSC_0296-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Sturisoma,nigrirostrum,CV2-465,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0295-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-178,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0296-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Moenkhausia,collettii,CV1-179,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0297-KATP3-DSC_0298-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Sturisoma,nigrirostrum,CV2-466,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0297-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-180,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0298-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-181,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0299-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Bujurquina,huallagae,CV2-467,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0299-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-182,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0300-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-468,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0300-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-183,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0301-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-469,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0301-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-184,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0302-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-470,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0302-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-185,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0303-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-471,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0303-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-186,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0304-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-472,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0304-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Moenkhausia,collettii,CV1-187,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0305-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Loricariichthys,sp. 1,CV2-473,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0305-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Moenkhausia,collettii,CV1-188,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0306-KATP3-DSC_0307-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Sturisoma,nigrirostrum,CV2-474,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0306-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-189,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0307-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Phenacogaster,napoatilis,CV1-190,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0308-KATP3-DSC_0309-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Sturisoma,nigrirostrum,CV2-475,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0308-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-191,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0309-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-192,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0310-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Limatulichthys,griseus,CV2-476,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0311-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Bujurquina,huallagae,CV2-477,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0312-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Crenicichla,reticulata,CV2-478,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0312-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Apionichthys,sp. 1,CV1-193,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0313-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Callichthyidae,Corydoras,pastazensis,CV2-479,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0313-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Creagrutus,beni,CV1-194,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0314-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Trichomycteridae,Ochmacanthus ,reinhardtii ,CV2-480,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0314-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Characidae,Knodus,caquetae,CV1-195,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0315-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Trichomycteridae,Ochmacanthus ,reinhardtii ,CV2-481,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0315-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Crenuchidae,Characidium,sp. 1,CV1-196,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0316-HET2 DSC_0313-HET2,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/20/2018,Gymnotidae,Electrophorus,electricus,CV1-059,CV1-Mashumbara ,Hermogeno-T2,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0316-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Trichomycteridae,Ochmacanthus ,reinhardtii ,CV2-482,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0317-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Bujurquina,huallagae,CV2-483,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0318-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Loricariichthys,sp. 1,CV2-484,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0318-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Pimelodella,cf. hasemani,CV1-197,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0319-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Loricariichthys,sp. 1,CV2-485,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0319-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Heptapteridae,Imparfinis,cf. stictonotus,CV1-198,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0320-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Loricariidae,Loricariichthys,sp. 1,CV2-486,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0320-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Crenuchidae,Characidium,sp. 1,CV1-199,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0321-KATP3,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/28/2018,Cichlidae,Crenicichla,lucius,CV2-487,CV2-Katirnaentsa,Katirnaentsa-P3,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
DSC_0321-MAP1,Peces Morona Nov-2018/PECES CV1 Y CV2,Nikon 5300,11/21/2018,Loricariidae,Limatulichthys,griseus,CV1-200,CV1-Mashumbara ,Mashumbara-P1,"Leo, Morgan, Antonio y Perciles ",Red de arrastre
